date,open
2020-04-25,273.2659268786167
2020-04-26,276.67772163688835
2020-04-27,275.49051026174226
2020-04-28,273.03248905923596
2020-04-29,272.08313307167367
2020-04-30,271.3544808998147
2020-05-01,274.6508209516621
2020-05-02,270.90363818064156
2020-05-03,271.9137958831559
2020-05-04,271.7308694769957
2020-05-05,272.87691925514935
2020-05-06,273.2188332832853
2020-05-07,275.3419559790148
2020-05-08,280.34341987811666
2020-05-09,280.9355975774548
2020-05-10,281.2509758196817
2020-05-11,279.95256167742826
2020-05-12,278.90856610993006
2020-05-13,278.6716341871868
2020-05-14,277.47329361504796
2020-05-15,279.912036472407
2020-05-16,281.36972918652793
2020-05-17,281.6601651281743
2020-05-18,279.995863651031
2020-05-19,279.5430245808229
2020-05-20,280.48914849147803
2020-05-21,282.0427364802995
2020-05-22,282.3298357333683
2020-05-23,282.22173836359343
2020-05-24,282.61098826048794
2020-05-25,283.7268371840848
2020-05-26,281.8220698740559
2020-05-27,281.27074355181213
2020-05-28,279.0213528705554
2020-05-29,281.73748803007754
2020-05-30,283.0381633633418
2020-05-31,282.9380717616232
2020-06-01,281.1313502557716
2020-06-02,279.4204617573163
2020-06-03,280.5575401820637
2020-06-04,280.09988980229474
2020-06-05,279.6911949651109
2020-06-06,279.256556864853
2020-06-07,278.9339220301092
2020-06-08,279.57593672412446
2020-06-09,281.1513964318852
2020-06-10,281.73819204415423
2020-06-11,280.23902282681286
2020-06-12,279.0326288271688
2020-06-13,277.5558187309807
2020-06-14,277.9270356882087
2020-06-15,278.54951129961324
2020-06-16,279.6010865016224
2020-06-17,278.59660384199424
2020-06-18,278.3810937516018
2020-06-19,277.83468034102384
2020-06-20,278.1300945354662
2020-06-21,278.6272316004432
2020-06-22,278.6789208268869
2020-06-23,278.818424012245
2020-06-24,278.4962486798058
2020-06-25,278.0981011512654
2020-06-26,278.09920304173284
2020-06-27,277.63122689775685
2020-06-28,277.9113629391805
2020-06-29,278.014864450055
2020-06-30,278.33442645665167
2020-07-01,277.990495553092
2020-07-02,277.7025686254756
2020-07-03,277.521399094808
2020-07-04,277.392716985521
2020-07-05,277.3897514893952
2020-07-06,277.3704064227693
2020-07-07,277.76456053931616
2020-07-08,277.8744539676278
2020-07-09,277.5683006563085
2020-07-10,277.4249638561638
2020-07-11,277.5104302240276
2020-07-12,277.82570470925214
